City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,Year,Month,Day,Weekday,Pollutant_Index,Anomaly
Delhi,09-02-2015,476.6,581.6,20.3,73,193.8,12.6,6.1,29.9,106.4,151.1,Moderate,2015,2,9,0,253.5,-1
Mumbai,09-02-2015,263,44,29.4,4.4,87.8,19.5,4.9,35.1,129.1,413,Severe,2015,2,9,0,95.12,1
Chennai,09-02-2015,7.6,584.2,154.9,71.9,223.2,39.2,0.85,69.7,29,89.8,Satisfactory,2015,2,9,0,152.48,-1
Kolkata,09-02-2015,161,105.8,13.6,67.7,80.8,26,7.06,0.8,17.3,331.7,Very Poor,2015,2,9,0,70.52,1
Bangalore,09-02-2015,270,331.6,6.9,4.6,157,22.1,9.34,63.3,174.6,420,Severe,2015,2,9,0,168.82,1
Delhi,10-02-2015,262.9,178.7,75.4,34.7,188,39.8,1.08,2.5,142.6,412.9,Severe,2015,2,10,1,124.28,1
Mumbai,10-02-2015,183.3,50.4,62.9,56.6,164,25.8,9.44,69.3,192.2,348.8,Very Poor,2015,2,10,1,110.36,1
Chennai,10-02-2015,99.7,576.2,132.7,46.4,73.5,47.3,5.14,61.3,46.8,230.7,Poor,2015,2,10,1,166.08,1
Kolkata,10-02-2015,162.9,266,53.3,2.2,194,1.6,5.95,47.6,17.5,333.2,Very Poor,2015,2,10,1,99.24,1
Bangalore,10-02-2015,419.1,43.5,80.1,35.5,239.7,28.1,4.99,22.3,40.9,137.2,Moderate,2015,2,10,1,112.26,1
Delhi,11-02-2015,87.9,210.8,30.8,149.5,197.5,9.6,6.64,34.9,72.4,192.8,Moderate,2015,2,11,2,111.1,1
Mumbai,11-02-2015,221.3,155.1,98.7,120.6,93.5,3.9,4.03,7,33.9,378,Very Poor,2015,2,11,2,107.58,1
Chennai,11-02-2015,79.8,225.9,191.9,138.9,86.1,15.3,4.21,2.5,151.7,184,Moderate,2015,2,11,2,119.76,1
Kolkata,11-02-2015,265.3,229.5,56.1,78.7,244.5,6.3,8.29,57.7,91.6,415.3,Severe,2015,2,11,2,144.56,1
Bangalore,11-02-2015,127.8,526.8,179.1,134,0.3,33.8,1.79,91.1,14.8,306.2,Very Poor,2015,2,11,2,178.9,1
Delhi,12-02-2015,416.1,398.4,145.2,127.7,247.4,45.7,3.24,8,27.4,360.4,Very Poor,2015,2,12,3,195.52,1
Mumbai,12-02-2015,212.7,132.7,108.4,47,37.3,28.5,5.09,29.7,30.9,371.4,Very Poor,2015,2,12,3,90.6,1
Chennai,12-02-2015,414.9,99.5,36.8,111.2,77.2,38.1,3.25,69.7,164.7,195.1,Moderate,2015,2,12,3,172,1
Kolkata,12-02-2015,458.1,277.6,133.4,62.8,5.1,6.4,6.46,79.6,55,227.6,Poor,2015,2,12,3,186.62,1
Bangalore,12-02-2015,318.1,363.3,79.6,121,33.3,31,7.97,66.8,172.9,468.1,Severe,2015,2,12,3,208.42,1
Delhi,13-02-2015,64.2,531.8,24.7,50.7,168.3,18.3,1.17,7.3,122.4,132.6,Moderate,2015,2,13,4,155.28,1
Mumbai,13-02-2015,9.8,449.1,113.5,84.1,114.3,22.1,5.65,76.3,134.8,427,Severe,2015,2,13,4,150.82,1
Chennai,13-02-2015,262.6,479.1,124.4,63.7,114.8,4.5,8.74,47.1,105,470,Severe,2015,2,13,4,191.5,1
Kolkata,13-02-2015,142.6,47.3,195.7,24,163.9,23.9,4.38,61.5,189.9,317.6,Very Poor,2015,2,13,4,93.06,1
Bangalore,13-02-2015,98.7,170.3,76.9,102.2,218.9,36.4,1.24,98.6,72.7,227.3,Poor,2015,2,13,4,108.5,1
Delhi,14-02-2015,381,226.1,56.2,137.1,89.2,48.1,8.28,88.5,134.2,184.1,Moderate,2015,2,14,5,193.38,1
Mumbai,14-02-2015,160.2,138.2,95.2,54.7,173.7,5.5,3.87,37,34.6,331.1,Very Poor,2015,2,14,5,84.94,1
Chennai,14-02-2015,366,213.6,5.8,54.6,128.8,20.7,0.62,7.2,109.7,175.8,Moderate,2015,2,14,5,150.22,1
Kolkata,14-02-2015,90.9,239.9,50.1,69.9,229.9,8.7,4.36,3.8,57.3,193.3,Moderate,2015,2,14,5,92.36,1
Bangalore,14-02-2015,308.9,324.1,62.1,77.5,111,32.9,5.28,91.4,124.7,458.9,Severe,2015,2,14,5,185.32,1
Delhi,15-02-2015,389.3,412.5,71.4,85.3,167.1,27.1,9.15,60.6,41.6,378.1,Very Poor,2015,2,15,6,197.86,1
Mumbai,15-02-2015,237,430.7,91.9,124.9,13.3,16.3,6.29,9.2,9.7,390,Very Poor,2015,2,15,6,162.3,1
Chennai,15-02-2015,232.9,298.4,81.7,131.6,183.9,47.1,7.89,11.5,29,386.9,Very Poor,2015,2,15,6,140.68,1
Kolkata,15-02-2015,430,584,123.2,5.4,227.2,32.8,1.74,49.1,98,98,Satisfactory,2015,2,15,6,233.3,-1
Bangalore,15-02-2015,148.2,233,167.4,70.1,145.2,44.7,2.2,77.6,46.2,321.9,Very Poor,2015,2,15,6,115.02,1
Delhi,16-02-2015,65.4,70.3,49,43.2,80,22.6,4.59,30.2,31.9,132.2,Moderate,2015,2,16,0,48.2,-1
Mumbai,16-02-2015,164.8,289.7,196.4,136.1,55.8,5.2,6.53,89.7,84.1,334.6,Very Poor,2015,2,16,0,152.88,1
Chennai,16-02-2015,482.4,466.1,139.5,69.7,235.9,17.1,0.16,32.4,19.9,451.4,Severe,2015,2,16,0,214.1,1
Kolkata,16-02-2015,483.9,302.3,44.9,54.9,237.9,34.2,3.97,4.2,65.7,252.3,Poor,2015,2,16,0,182.2,1
Bangalore,16-02-2015,63,58.1,73.3,61.6,249.8,8.5,8.63,6,86.4,182.8,Moderate,2015,2,16,0,55.02,1
Delhi,17-02-2015,355.9,417.6,182.8,5.5,64.6,6.8,0.31,22.2,140.9,384.5,Very Poor,2015,2,17,1,188.42,1
Mumbai,17-02-2015,167.1,230.3,3.2,14,2.1,8.6,9.34,51.8,9.7,336.4,Very Poor,2015,2,17,1,94.58,1
Chennai,17-02-2015,262.1,104.6,81.6,82.5,26.4,32.6,8.58,52.5,52.8,412.1,Severe,2015,2,17,1,110.9,1
Kolkata,17-02-2015,319.1,446.7,92.2,72.9,244.2,21.9,7.33,58.2,171.9,469.1,Severe,2015,2,17,1,213.76,1
Bangalore,17-02-2015,475.1,186.4,157.4,15.7,233.3,37.6,5.58,99.3,137.5,157.7,Moderate,2015,2,17,1,182.8,1
Delhi,18-02-2015,252.3,553.2,103.6,11.2,4.9,20,0.78,82.4,7.8,402.3,Severe,2015,2,18,2,181.38,1
Mumbai,18-02-2015,234,137,149.5,65.1,222.3,17.9,4.87,1,60.6,387.7,Very Poor,2015,2,18,2,99.54,1
Chennai,18-02-2015,151.2,166.2,144.7,83.2,81.8,34.7,7.07,28.9,111.6,324.2,Very Poor,2015,2,18,2,108.22,1
Kolkata,18-02-2015,356.3,268.1,120.6,91.2,181,19.4,4.37,35.6,101,218.1,Poor,2015,2,18,2,170.44,1
Bangalore,18-02-2015,355.2,376.8,59.8,91.9,224.3,11.6,2.71,52,31.8,333.3,Very Poor,2015,2,18,2,181.54,1
Delhi,19-02-2015,450.2,576.9,82.2,74.7,74.8,3.1,7.77,81.9,163.1,192.8,Moderate,2015,2,19,3,269.36,-1
Mumbai,19-02-2015,215.8,263,142.6,99.4,165.3,36.8,0.99,47.9,19.6,373.8,Very Poor,2015,2,19,3,129.14,1
Chennai,19-02-2015,323.6,227,15.3,116,205.3,46,0.39,54.4,69.9,473.6,Severe,2015,2,19,3,158.18,1
Kolkata,19-02-2015,350.5,239,173,20.9,116.4,45.3,8.29,46,198.4,275.6,Poor,2015,2,19,3,170.96,1
Bangalore,19-02-2015,460,531,30.1,40,53.6,48.3,3.97,46.6,58.9,124.4,Moderate,2015,2,19,3,227.3,1
Delhi,20-02-2015,318,329,6.1,64.2,16.6,41.1,1.94,5.8,60,468,Severe,2015,2,20,4,155.4,1
Mumbai,20-02-2015,137.2,412.1,29.7,64,90.1,11.6,0.4,11.7,112.9,377.6,Very Poor,2015,2,20,4,147.58,1
Chennai,20-02-2015,240.8,445.2,159.7,106.7,40.9,11.9,8.55,28.2,115.8,421.4,Severe,2015,2,20,4,187.34,1
Kolkata,20-02-2015,177,301.5,76,7,40.6,29,8.92,39.1,47.4,344,Very Poor,2015,2,20,4,114.4,1
Bangalore,20-02-2015,345,217.8,151.5,115.1,219.8,7.6,1.17,32.2,174.7,495,Severe,2015,2,20,4,176.96,1
Delhi,21-02-2015,121.9,212.9,158.9,49.6,103.8,41.1,0.08,9.6,178.5,301.7,Very Poor,2015,2,21,5,114.5,1
Mumbai,21-02-2015,142.5,131.4,157.5,58.6,168.7,44.4,3.63,51.2,136.9,317.5,Very Poor,2015,2,21,5,104.12,1
Chennai,21-02-2015,484.5,537.8,186.5,142.2,11.3,46,1.98,59.6,101.6,162.2,Moderate,2015,2,21,5,265.14,-1
Kolkata,21-02-2015,398.8,548.3,73.4,5.9,58.5,30.5,4.36,80.2,73.9,129.3,Moderate,2015,2,21,5,221.42,-1
Bangalore,21-02-2015,438,510.7,160.2,43.7,65.1,46.5,3.85,23.8,30.4,122.9,Moderate,2015,2,21,5,209.32,1
Delhi,22-02-2015,190.3,388.7,135.2,75.4,65.5,22.8,1.79,28.6,34.3,354.2,Very Poor,2015,2,22,6,143.46,1
Mumbai,22-02-2015,73.7,424.3,60.3,51.7,38.1,35.9,6.15,0.9,55.8,392.9,Very Poor,2015,2,22,6,121.28,1
Chennai,22-02-2015,244.2,63,23.5,108.1,63.9,40.9,2.78,54,177.8,395.5,Very Poor,2015,2,22,6,129.42,1
Kolkata,22-02-2015,434.1,431.8,176.5,117.4,96.6,30.2,9.85,28.8,106.7,402.1,Severe,2015,2,22,6,223.76,1
Bangalore,22-02-2015,353.4,176.1,177.6,109.3,129.5,0.8,4.88,5.8,51.5,150.9,Moderate,2015,2,22,6,139.22,1
Delhi,23-02-2015,318.1,553.9,184.9,62.7,13.2,15.4,7.9,62.8,166.5,468.1,Severe,2015,2,23,0,232.8,1
Mumbai,23-02-2015,384,454.2,151.5,145.4,117.9,6.9,6.99,86.8,68.6,434.3,Severe,2015,2,23,0,227.8,1
Chennai,23-02-2015,60.7,418.2,85.2,38.1,89.1,24.3,4.79,0.9,118.6,385.2,Very Poor,2015,2,23,0,127.3,1
Kolkata,23-02-2015,415.9,313.2,144.4,18.7,100.8,7.6,0.62,15.7,7.8,263.2,Poor,2015,2,23,0,154.26,1
Bangalore,23-02-2015,159.9,326.1,132.7,33,104.3,13.1,8.86,27.4,139.6,330.9,Very Poor,2015,2,23,0,137.2,1
Delhi,24-02-2015,199.8,131.5,21.7,148.8,68.4,32.5,1.49,40.6,77,361.5,Very Poor,2015,2,24,1,119.54,1
Mumbai,24-02-2015,333.4,167.8,47,55.6,217.5,50,4.94,25.7,14.5,483.4,Severe,2015,2,24,1,119.4,1
Chennai,24-02-2015,403.2,152.7,194.1,97.2,55.5,18,0.74,24.8,141,160.1,Moderate,2015,2,24,1,163.78,1
Kolkata,24-02-2015,149.5,572,61.9,68,151.8,47.1,0.91,99.4,162.4,322.9,Very Poor,2015,2,24,1,210.26,1
Bangalore,24-02-2015,39.4,414.2,64.5,35.7,70.1,49.2,6.17,31.8,96.6,380.2,Very Poor,2015,2,24,1,123.54,1
Delhi,25-02-2015,169.2,458.8,166.7,47.3,182,38.4,5.76,5.3,39.1,440.9,Severe,2015,2,25,2,143.94,1
Mumbai,25-02-2015,258.2,547.7,185,131.4,176.7,17.5,6.35,28.2,3.2,408.2,Severe,2015,2,25,2,193.74,1
Chennai,25-02-2015,214.2,378.4,144,53.1,119.4,12.3,3.45,53.8,102.2,372.5,Very Poor,2015,2,25,2,160.34,1
Kolkata,25-02-2015,331.7,525.7,106.6,80.4,85.4,42,2.38,8.7,48.1,481.7,Severe,2015,2,25,2,198.92,1
Bangalore,25-02-2015,448.5,581.4,8,60.2,57.3,0.3,0.18,13.7,44.3,75.1,Satisfactory,2015,2,25,2,229.62,-1
Delhi,26-02-2015,92.3,572.9,17,87.6,210.2,34.5,5.96,84.7,113.8,205.4,Poor,2015,2,26,3,190.26,1
Mumbai,26-02-2015,391.7,35.4,31,109.4,53.9,21.2,8.05,50.9,95.8,175.6,Moderate,2015,2,26,3,136.64,1
Chennai,26-02-2015,168.2,328.7,78.4,81.3,45.6,3.6,2.64,42.1,72.4,337.2,Very Poor,2015,2,26,3,138.54,1
Kolkata,26-02-2015,156.5,311.4,55.9,48.4,13.1,12.7,5.18,3.1,63.7,328.2,Very Poor,2015,2,26,3,116.62,1
Bangalore,26-02-2015,356,523.7,189.9,125.4,71.1,9.9,1.17,63.9,75.1,145.4,Moderate,2015,2,26,3,228.82,1
Delhi,27-02-2015,60.5,74.8,163.2,55.4,85.8,33.9,1.28,79,168.7,98.7,Satisfactory,2015,2,27,4,87.68,-1
Mumbai,27-02-2015,329.3,138.3,182.4,143.7,176.9,2.2,4.18,68.2,121.1,479.3,Severe,2015,2,27,4,160.12,1
Chennai,27-02-2015,43.6,547.5,124.4,3.4,126.3,24.6,9.88,82.6,157.3,198.5,Moderate,2015,2,27,4,166.88,1
Kolkata,27-02-2015,80.7,33.4,183.5,149.3,245.1,14.8,0.03,86.8,36,169.3,Moderate,2015,2,27,4,77.24,1
Bangalore,27-02-2015,463.2,535.2,82.4,121,10.5,3.8,0.31,33.7,149.2,172.2,Moderate,2015,2,27,4,260.46,-1
Delhi,28-02-2015,109,169.7,137.1,88.7,56.3,40.5,4.54,54.7,147.9,262.4,Poor,2015,2,28,5,114,1
Mumbai,28-02-2015,77.9,422,74.7,27.5,17.2,28.8,3.5,23.7,36.7,390,Very Poor,2015,2,28,5,117.56,1
Chennai,28-02-2015,496.5,503.7,192,36.8,51.9,47.5,5.63,75.5,171.7,207.9,Poor,2015,2,28,5,256.84,-1
Kolkata,28-02-2015,389.3,297.3,171.1,93.9,112.3,11.3,6.81,43.4,19.7,247.3,Poor,2015,2,28,5,168.72,1
Bangalore,28-02-2015,234.1,286.6,145.6,66.1,74.8,28.1,8.78,93.3,45,387.8,Very Poor,2015,2,28,5,145.02,1
Delhi,01-03-2015,382.8,305.1,36.5,149.4,185.2,37.7,5.45,89.7,145.9,255.1,Poor,2015,3,1,6,214.58,1
Mumbai,01-03-2015,193.3,169.2,99,68.3,227,8.3,1.63,17.7,133.9,356.5,Very Poor,2015,3,1,6,116.48,1
Chennai,01-03-2015,400.7,96.5,90,33.1,119.5,19.2,4.49,47.4,173.1,211.4,Poor,2015,3,1,6,150.16,1
Kolkata,01-03-2015,304.6,476.8,134.7,39,213.7,16.5,1.37,77.4,11.9,466.7,Severe,2015,3,1,6,181.94,1
Bangalore,01-03-2015,320.5,471.2,31.8,100.4,231.9,45.1,0.47,64.8,154.7,470.5,Severe,2015,3,1,6,222.32,1
Delhi,02-03-2015,343.1,439,35.9,141.3,121,44.3,9.66,55.8,18.8,493.1,Severe,2015,3,2,0,199.6,1
Mumbai,02-03-2015,152.2,279.8,14.1,57.1,166,49.3,7.21,57.3,72.6,324.9,Very Poor,2015,3,2,0,123.8,1
Chennai,02-03-2015,5.1,284.9,133.8,15,246.9,35.4,1.32,90,28.2,234.9,Poor,2015,3,2,0,84.64,1
Kolkata,02-03-2015,488.9,330.8,40.7,21.1,73.9,11,9.15,33.9,167.3,280.8,Poor,2015,3,2,0,208.4,1
Bangalore,02-03-2015,197.2,61.7,155.7,13.7,67.4,44.1,9.96,25.7,172.7,359.5,Very Poor,2015,3,2,0,94.2,1
Delhi,03-03-2015,154.6,531.1,139.3,53,14.4,19.5,2.57,76.5,62.9,326.8,Very Poor,2015,3,3,1,175.62,1
Mumbai,03-03-2015,123.9,256.6,118.4,4.5,22.7,34.2,2.38,10.6,94.3,303.2,Very Poor,2015,3,3,1,97.98,1
Chennai,03-03-2015,492.9,169.5,114.3,122.5,48.8,15.1,7.83,84.5,64.8,172.8,Moderate,2015,3,3,1,186.84,1
Kolkata,03-03-2015,469,464.8,99.5,115.5,179.3,15,6.14,59.9,119.2,449.5,Severe,2015,3,3,1,245.68,1
Bangalore,03-03-2015,147.2,33.3,148.5,59.6,154.7,36.2,0.39,57.5,126.9,321.1,Very Poor,2015,3,3,1,84.9,1
Delhi,04-03-2015,104.3,431.4,53.8,105.2,0.1,20.7,2.37,84.6,12.1,401.6,Severe,2015,3,4,2,147.52,1
Mumbai,04-03-2015,70.6,413.3,83,143.9,190.3,13.6,7.68,84.9,38,379.1,Very Poor,2015,3,4,2,150.14,1
Chennai,04-03-2015,377.8,358,75.8,64.2,248.8,14.1,3.52,69,165.1,309.8,Very Poor,2015,3,4,2,206.82,1
Kolkata,04-03-2015,281.9,195.1,190.1,19.2,39.8,0.3,5.26,57.6,181.8,431.9,Severe,2015,3,4,2,147.12,1
Bangalore,04-03-2015,196.7,278.3,71.3,44.4,68.7,4.9,6.02,25,108.7,359.1,Very Poor,2015,3,4,2,130.62,1
Delhi,05-03-2015,267.4,418.6,8.2,134.9,68.7,32.1,5.79,29.5,167.7,417.4,Severe,2015,3,5,3,203.62,1
Mumbai,05-03-2015,479.4,391.2,108.6,75.5,42.1,31.2,8.97,51.5,147.3,351.4,Very Poor,2015,3,5,3,228.98,1
Chennai,05-03-2015,488.9,84.8,168.5,130,203.3,11.4,9.65,32,83.8,195.6,Moderate,2015,3,5,3,163.9,1
Kolkata,05-03-2015,392.9,65.3,180.5,148,37.1,20.1,4.06,14.8,128.3,168,Moderate,2015,3,5,3,149.86,1
Bangalore,05-03-2015,217.6,545.8,93.6,144.5,111.2,17,6.82,5.4,120.2,375.1,Very Poor,2015,3,5,3,206.7,1
Delhi,06-03-2015,217,150.5,38.3,94.6,66.1,5.2,3.37,49.2,112.6,374.7,Very Poor,2015,3,6,4,124.78,1
Mumbai,06-03-2015,457.2,112,37.4,73.1,126.6,44.9,9.06,98.6,127.6,188.2,Moderate,2015,3,6,4,173.7,1
Chennai,06-03-2015,385.5,188.1,88.9,55.6,200.8,1,4.87,14.8,30.8,158.9,Moderate,2015,3,6,4,134.96,1
Kolkata,06-03-2015,480.4,577.8,41.7,76.7,179.6,24.3,7.17,82.5,167,198.5,Moderate,2015,3,6,4,276.88,-1
Bangalore,06-03-2015,33.5,391.5,100.2,8,194.2,5.2,9.8,51.1,132.4,351.8,Very Poor,2015,3,6,4,123.3,1
Delhi,07-03-2015,341,103.3,21.2,134.5,21,28.7,8.73,72.7,50.8,491,Severe,2015,3,7,5,140.46,1
Mumbai,07-03-2015,234.6,117.5,66,148.9,148,46.5,3.61,59.8,117.1,388.2,Very Poor,2015,3,7,5,135.58,1
Chennai,07-03-2015,441.8,107.4,45.7,37.5,227.4,38.1,5.91,56.8,132.3,148.7,Moderate,2015,3,7,5,155.16,1
Kolkata,07-03-2015,50.2,592.4,109.3,28.5,175.2,34.9,5.59,52.5,74,144.7,Moderate,2015,3,7,5,159.52,1
Bangalore,07-03-2015,72.3,384.2,17.4,100.8,4.1,13.9,6.22,47.3,198.9,342.6,Very Poor,2015,3,7,5,160.7,1
Delhi,08-03-2015,186.3,353.5,189.4,35.7,143.4,25.9,4.94,43.2,172.5,351.1,Very Poor,2015,3,8,6,158.24,1
Mumbai,08-03-2015,6.2,545.5,89.7,104.4,63.2,48.6,8.27,62.1,90,178.3,Moderate,2015,3,8,6,161.64,1
Chennai,08-03-2015,80,550.9,26,124.3,16.8,7.4,7.84,4.7,111.7,172.9,Moderate,2015,3,8,6,174.32,1
Kolkata,08-03-2015,340.5,597.9,7.7,92,235.6,3.1,8.26,61.9,8.6,490.5,Severe,2015,3,8,6,220.18,1
Bangalore,08-03-2015,314.7,280,77.5,93.2,179.7,7.8,5.68,14.4,177.3,464.7,Severe,2015,3,8,6,175.92,1
Delhi,09-03-2015,454.9,369.8,55.5,142,83.2,5,2.34,36.1,4.7,324.6,Very Poor,2015,3,9,0,201.5,1
Mumbai,09-03-2015,191.9,322.1,38.5,142.2,200.2,40.8,4.05,17.7,63.8,355.4,Very Poor,2015,3,9,0,147.54,1
Chennai,09-03-2015,460.5,155.6,104.7,79.7,26.8,41.9,6.53,41.7,21.7,156.5,Moderate,2015,3,9,0,151.84,1
Kolkata,09-03-2015,381.5,468.1,183.1,46.3,216,14,1.81,36.3,128.7,454.2,Severe,2015,3,9,0,212.18,1
Bangalore,09-03-2015,362.7,110.1,154.6,83.8,90.4,6,8.65,55.8,197.9,274.4,Poor,2015,3,9,0,162.06,1
Delhi,10-03-2015,59.5,293.3,10.3,145.1,23.5,40.8,5.14,27.4,62.6,243.3,Poor,2015,3,10,1,117.58,1
Mumbai,10-03-2015,151,223.6,196.8,12.7,246.1,49.5,9.68,40.3,196.1,324,Very Poor,2015,3,10,1,124.74,1
Chennai,10-03-2015,70.7,175.8,199.6,71.3,219.3,5.8,7.44,1.4,42,167.9,Moderate,2015,3,10,1,72.24,1
Kolkata,10-03-2015,145.5,260.6,10.9,117.2,107,33,8.94,33.8,92.7,319.8,Very Poor,2015,3,10,1,129.96,1
Bangalore,10-03-2015,361.6,470.5,74,141.8,34.7,45.8,6.89,92.3,95.9,457.7,Severe,2015,3,10,1,232.42,1
Delhi,11-03-2015,392.8,507.7,50,132.2,222.8,3.3,2.96,5.9,43.5,152.2,Moderate,2015,3,11,2,216.42,1
Mumbai,11-03-2015,310.2,270.7,154.3,38.7,102.8,39,7.8,94.2,110.7,460.2,Severe,2015,3,11,2,164.9,1
Chennai,11-03-2015,462.4,438.2,49.2,63.4,58.6,35.2,5.4,17.9,91,411.3,Severe,2015,3,11,2,214.58,1
Kolkata,11-03-2015,455.4,196.5,130.3,76,220.3,23.9,3.32,14.9,165,195.6,Moderate,2015,3,11,2,181.56,1
Bangalore,11-03-2015,5.3,306.2,58.3,78.5,69.6,13.3,2.85,65.6,157.4,256.2,Poor,2015,3,11,2,122.6,1
Delhi,12-03-2015,351.1,45.8,191.9,147.7,93.6,49.6,8.38,82.6,107.6,179.7,Moderate,2015,3,12,3,146.96,1
Mumbai,12-03-2015,428.5,291.7,24.6,2,61.1,25.1,7.41,70.7,46.1,241.7,Poor,2015,3,12,3,167.8,1
Chennai,12-03-2015,68.9,239.9,197.1,16.3,207.2,44,0.66,6.7,113.6,193.3,Moderate,2015,3,12,3,89.08,1
Kolkata,12-03-2015,419.2,128.7,74.4,115.5,96.9,32,3.8,89.5,104.7,135.5,Moderate,2015,3,12,3,171.52,1
Bangalore,12-03-2015,156.2,558.5,22.8,8.3,193.7,3,8.97,90.2,136.9,328,Very Poor,2015,3,12,3,190.02,1
Delhi,13-03-2015,134,114.7,139.8,96.8,115.8,4.2,2.91,92,174.9,311,Very Poor,2015,3,13,4,122.48,1
Mumbai,13-03-2015,184.7,444.8,110.3,29.4,20,17.3,6.28,20.9,112.2,420.8,Severe,2015,3,13,4,158.4,1
Chennai,13-03-2015,80.9,525.4,146.2,118.7,235.7,48.7,2.04,39.7,99.4,168.9,Moderate,2015,3,13,4,172.82,1
Kolkata,13-03-2015,493.1,371.7,148.8,110.6,76.6,24.4,2.87,2.3,33.1,326.9,Very Poor,2015,3,13,4,202.16,1
Bangalore,13-03-2015,496.9,129.7,73.2,58.1,173.3,16.2,2.46,33.6,16.9,120.1,Moderate,2015,3,13,4,147.04,-1
Delhi,14-03-2015,130,235,56.6,4.6,170.8,25.2,3.19,60.5,189.6,307.9,Very Poor,2015,3,14,5,123.94,1
Mumbai,14-03-2015,375.8,253.9,157.7,62.5,83.7,24.5,5.35,76.1,125.7,203.9,Poor,2015,3,14,5,178.8,1
Chennai,14-03-2015,416.8,378.7,98.2,85.4,72.9,29.7,3.23,26.1,117.5,335.7,Very Poor,2015,3,14,5,204.9,1
Kolkata,14-03-2015,145,564.4,105.4,115.8,49.6,22.3,8.93,40.6,54.8,319.4,Very Poor,2015,3,14,5,184.12,1
Bangalore,14-03-2015,60.6,186,53,59.1,200.6,22.1,1.03,48.5,102.2,157.5,Moderate,2015,3,14,5,91.28,1
Delhi,15-03-2015,429.2,20,99.7,45.4,69.3,41.4,7.73,93,67.2,171.6,Moderate,2015,3,15,6,130.96,1
Mumbai,15-03-2015,430.9,40.1,96.9,20.1,178.6,31.7,5.64,83.8,41.6,145.4,Moderate,2015,3,15,6,123.3,1
Chennai,15-03-2015,345.9,333.4,4.7,88.1,34.4,37,4.97,84.3,105.2,495.9,Severe,2015,3,15,6,191.38,1
Kolkata,15-03-2015,380.3,446.7,171.3,138.3,200,29.9,6.67,42.6,152.2,423.5,Severe,2015,3,15,6,232.02,1
Bangalore,15-03-2015,50,60.8,75.6,3.3,164.8,9.6,1.86,45.1,44,92.4,Satisfactory,2015,3,15,6,40.64,-1
Delhi,16-03-2015,155.4,358.4,114.2,62.8,232,25.3,0.82,9.7,89.1,327.4,Very Poor,2015,3,16,0,135.08,1
Mumbai,16-03-2015,43.5,458.1,9.1,99.6,54.2,3.5,4.99,72.3,58.1,439.9,Severe,2015,3,16,0,146.32,1
Chennai,16-03-2015,383,424.2,66.9,72.9,185.2,7.8,9.96,91.1,151.3,392.7,Very Poor,2015,3,16,0,224.5,1
Kolkata,16-03-2015,207.1,165.5,162.7,94.7,6.5,29.2,7.92,14.8,23.3,367.1,Very Poor,2015,3,16,0,101.08,1
Bangalore,16-03-2015,493.3,567.3,64.2,8.9,173.3,5.6,2.08,57.4,85.2,85.2,Satisfactory,2015,3,16,0,242.42,-1
Delhi,17-03-2015,348.1,361.7,91.9,139.4,88.6,49.4,1.82,60.5,67.7,498.1,Severe,2015,3,17,1,195.48,1
Mumbai,17-03-2015,427.8,106.6,105.1,39.8,240.8,42.1,8.64,12.3,193.4,262.9,Poor,2015,3,17,1,155.98,1
Chennai,17-03-2015,171.4,463.6,34.6,23,214.3,29.4,8.02,34.5,44.9,447.8,Severe,2015,3,17,1,147.48,1
Kolkata,17-03-2015,31.5,362.1,156,73.8,240.7,38.5,7.03,33.7,61.5,314.9,Very Poor,2015,3,17,1,112.52,1
Bangalore,17-03-2015,220.7,322.2,55.5,58.4,125.8,27.3,6.57,58.6,123.4,377.5,Very Poor,2015,3,17,1,156.66,1
Delhi,18-03-2015,441.6,289.1,92.1,131.6,47.9,34,3.31,54.3,185.5,242.9,Poor,2015,3,18,2,220.42,1
Mumbai,18-03-2015,467.9,580.5,162.3,70.4,78,33.2,6.29,62.3,196.1,269.8,Poor,2015,3,18,2,275.44,-1
Chennai,18-03-2015,386.2,10.8,135,35,175.1,6.6,4.5,72.1,171,206.1,Poor,2015,3,18,2,135.02,1
Kolkata,18-03-2015,243.7,92.3,44,70.5,46,4.8,0.79,64.6,37.3,395.2,Very Poor,2015,3,18,2,101.68,1
Bangalore,18-03-2015,112.7,466.3,135.8,100.2,221.1,40.3,5.25,99.6,33.1,451.6,Severe,2015,3,18,2,162.38,1
Delhi,19-03-2015,134.6,542.3,104.6,94.3,185.4,9.6,4.72,36.9,102.4,311.4,Very Poor,2015,3,19,3,182.1,1
Mumbai,19-03-2015,73.5,582.4,166.2,148.6,56.9,13.6,6.06,32.3,195.1,267.3,Poor,2015,3,19,3,206.38,-1
Chennai,19-03-2015,476.8,580.7,0,18.9,17.6,45.2,8.97,58.6,138.1,187.1,Moderate,2015,3,19,3,254.62,-1
Kolkata,19-03-2015,62.6,449.5,54,52.2,70.9,26.8,6.67,89.2,197.1,427.5,Severe,2015,3,19,3,170.12,1
Bangalore,19-03-2015,246.6,489,31.9,139.9,232.5,16.2,7.54,13.5,133.1,484.2,Severe,2015,3,19,3,204.42,1
Delhi,20-03-2015,102.7,348.6,108.7,130.1,151.2,17.7,4.24,91.3,151.7,298.6,Poor,2015,3,20,4,164.88,1
